200 18000
200 32 10
82 124 1
143 120 2
76 192 3
10 44 4
33 95 5
151 122 6
90 17 7
69 102 8
145 151 9
14 1 10
63 156 1
121 69 2
116 198 3
63 66 4
18 148 5
63 162 6
75 153 7
57 147 8
14 127 9
141 55 10
146 48 1
8 199 2
161 48 3
155 169 4
113 28 5
141 179 6
37 105 7
119 147 8
55 149 9
24 27 10
117 150 1
196 30 2
126 129 3
135 122 4
78 200 5
10 175 6
179 181 7
31 183 8
99 129 9
69 180 10
146 36 1
145 138 2
33 86 3
179 61 4
25 58 5
56 31 6
135 28 7
172 64 8
113 139 9
88 156 10
71 39 1
112 16 2
76 29 3
43 2 4
51 122 5
23 179 6
5 75 7
112 84 8
22 168 9
24 124 10
61 127 1
164 119 2
146 192 3
177 101 4
14 68 5
82 49 6
50 131 7
125 83 8
134 181 9
52 108 10
144 11 1
112 13 2
71 90 3
61 184 4
16 13 5
37 148 6
197 91 7
155 178 8
41 196 9
24 88 10
123 155 1
191 73 2
189 113 3
19 42 4
14 143 5
14 82 6
176 118 7
171 139 8
40 182 9
6 163 10
78 184 1
125 19 2
90 170 3
85 54 4
23 38 5
24 1 6
85 129 7
61 119 8
45 102 9
177 192 10
50 64 1
24 130 2
17 92 3
140 120 4
39 199 5
83 27 6
131 195 7
77 191 8
47 118 9
87 199 10
118 91 1
26 129 2
116 128 3
135 107 4
138 20 5
168 91 6
121 81 7
161 31 8
78 31 9
77 30 10
117 120 1
146 94 2
174 48 3
176 153 4
72 28 5
67 99 6
192 64 7
104 184 8
14 46 9
146 187 10
194 48 1
163 193 2
52 78 3
192 183 4
197 54 5
48 20 6
86 64 7
5 35 8
133 76 9
6 79 10
5 62 1
159 27 2
105 154 3
24 194 4
39 54 5
156 29 6
52 133 7
118 192 8
155 25 9
11 142 10
85 174 1
83 65 2
45 168 3
12 19 4
140 191 5
1 142 6
14 33 7
6 34 8
105 99 9
121 61 10
41 88 1
105 139 2
63 87 3
10 99 4
179 149 5
29 91 6
158 40 7
57 124 8
36 170 9
9 73 10
194 42 1
44 106 2
55 120 3
72 196 4
134 111 5
96 32 6
15 181 7
74 9 8
126 191 9
39 169 10
159 100 1
104 152 2
134 50 3
94 112 4
177 20 5
145 54 6
10 114 7
106 195 8
6 96 9
61 154 10
47 183 1
123 196 2
89 157 3
35 189 4
101 181 5
47 59 6
38 4 7
191 154 8
178 174 9
155 165 10
112 195 1
146 176 2
113 162 3
150 139 4
92 165 5
66 195 6
84 31 7
185 188 8
96 101 9
12 113 10
46 162 1
5 103 2
143 199 3
33 90 4
89 120 5
103 170 6
89 167 7
179 145 8
113 153 9
197 122 10
45 98 1
5 16 2
121 147 3
7 150 4
24 38 5
78 91 6
74 180 7
89 174 8
25 183 9
2 122 10
33 168 1
126 137 2
179 187 3
137 136 4
172 173 5
104 113 6
88 101 7
188 64 8
36 99 9
38 157 10
21 19 1
145 19 2
23 52 3
62 2 4
195 129 5
34 9 6
98 64 7
67 196 8
71 99 9
66 60 10
79 27 1
23 51 2
12 73 3
172 184 4
106 164 5
155 168 6
77 150 7
117 149 8
168 122 9
34 77 10
117 60 1
125 23 2
79 159 3
75 65 4
78 28 5
110 26 6
114 161 7
132 183 8
75 169 9
126 19 10
56 128 1
82 78 2
97 117 3
193 29 4
76 163 5
163 73 6
36 131 7
8 148 8
49 77 9
121 84 10
177 151 1
37 110 2
66 42 3
134 177 4
169 139 5
162 101 6
197 124 7
32 173 8
71 7 9
14 189 10
188 48 1
36 107 2
169 130 3
144 51 4
191 27 5
109 166 6
6 199 7
70 168 8
89 150 9
179 2 10
59 66 1
197 56 2
105 137 3
22 69 4
133 103 5
2 198 6
176 42 7
135 131 8
35 188 9
74 188 10
156 190 1
122 30 2
115 168 3
1 44 4
43 173 5
149 4 6
179 158 7
166 150 8
127 199 9
45 115 10
185 16 1
85 32 2
40 128 3
42 127 4
141 32 5
14 124 6
59 44 7
59 38 8
10 65 9
187 9 10
16 113 1
6 118 2
71 59 3
66 27 4
17 118 5
125 160 6
194 147 7
119 154 8
94 155 9
40 181 10
110 13 1
168 92 2
184 100 3
53 68 4
7 132 5
79 171 6
88 176 7
123 44 8
85 175 9
144 33 10
103 181 1
72 56 2
49 154 3
158 153 4
37 68 5
143 55 6
158 118 7
110 92 8
146 29 9
61 18 10
113 193 1
58 175 2
80 118 3
71 58 4
59 106 5
41 119 6
98 28 7
69 175 8
62 54 9
172 127 10
56 44 1
191 124 2
97 152 3
141 168 4
47 2 5
55 114 6
133 56 7
85 111 8
177 88 9
44 27 10
36 167 1
82 11 2
141 93 3
56 38 4
6 177 5
167 153 6
164 64 7
81 29 8
142 147 9
67 198 10
90 138 1
112 76 2
122 137 3
5 26 4
172 149 5
112 178 6
21 89 7
22 37 8
55 137 9
190 136 10
155 87 1
142 30 2
7 122 3
53 142 4
191 47 5
12 128 6
82 187 7
94 141 8
102 120 9
87 60 10
41 92 1
13 180 2
47 184 3
52 175 4
126 80 5
49 68 6
169 153 7
52 95 8
144 76 9
185 67 10
101 173 1
78 165 2
126 110 3
6 105 4
134 193 5
84 70 6
152 11 7
184 75 8
7 92 9
131 107 10
102 31 1
15 74 2
179 150 3
107 165 4
83 51 5
99 118 6
118 136 7
94 88 8
18 161 9
62 152 10
48 183 1
62 79 2
8 155 3
143 42 4
143 11 5
175 73 6
177 100 7
44 113 8
56 200 9
143 162 10
94 122 1
45 113 2
160 136 3
14 179 4
174 138 5
184 162 6
194 131 7
3 56 8
121 57 9
49 109 10
49 20 1
19 136 2
112 199 3
143 65 4
106 198 5
19 26 6
128 120 7
122 190 8
87 161 9
110 137 10
116 93 1
58 48 2
7 128 3
13 130 4
6 108 5
125 16 6
200 111 7
152 132 8
94 128 9
5 14 10
94 81 1
30 199 2
33 147 3
25 138 4
106 119 5
164 192 6
85 189 7
99 150 8
143 59 9
53 143 10
151 198 1
17 73 2
11 149 3
107 91 4
185 158 5
52 118 6
35 37 7
137 167 8
50 196 9
51 19 10
8 179 1
125 171 2
127 130 3
189 187 4
76 92 5
177 36 6
121 26 7
93 81 8
169 4 9
51 38 10
8 143 1
34 145 2
28 13 3
1 120 4
109 158 5
102 150 6
146 190 7
145 182 8
114 184 9
15 77 10
192 128 1
6 23 2
51 199 3
168 75 4
109 20 5
86 54 6
80 92 7
49 106 8
52 13 9
168 132 10
42 183 1
122 127 2
122 91 3
116 12 4
98 106 5
177 78 6
166 180 7
63 59 8
62 127 9
35 176 10
185 129 1
3 52 2
81 198 3
131 196 4
123 63 5
96 161 6
72 20 7
109 130 8
59 60 9
104 47 10
139 183 1
67 176 2
189 20 3
109 84 4
185 190 5
162 128 6
189 66 7
144 111 8
163 13 9
76 151 10
163 187 1
106 153 2
132 13 3
15 98 4
71 24 5
112 161 6
43 184 7
186 128 8
82 127 9
159 124 10
7 139 1
8 73 2
121 150 3
139 95 4
50 16 5
35 48 6
9 165 7
59 16 8
184 17 9
78 56 10
57 198 1
96 195 2
44 99 3
33 159 4
58 119 5
98 100 6
157 127 7
63 196 8
12 175 9
55 198 10
85 106 1
41 148 2
59 139 3
71 196 4
175 92 5
77 117 6
112 31 7
163 54 8
57 160 9
108 149 10
143 103 1
19 170 2
51 106 3
25 64 4
121 39 5
115 150 6
151 120 7
179 24 8
144 131 9
86 128 10
113 103 1
172 100 2
3 42 3
21 26 4
163 28 5
78 70 6
164 91 7
14 116 8
83 173 9
152 182 10
90 127 1
103 111 2
53 30 3
121 79 4
34 164 5
116 195 6
29 157 7
24 110 8
31 42 9
21 150 10
122 31 1
37 17 2
184 11 3
62 137 4
52 84 5
66 162 6
15 11 7
125 48 8
24 148 9
125 54 10
179 164 1
15 163 2
133 99 3
69 178 4
160 29 5
105 25 6
191 194 7
71 157 8
93 162 9
63 145 10
43 160 1
3 16 2
72 189 3
179 131 4
2 65 5
87 69 6
149 42 7
155 131 8
36 168 9
22 197 10
164 159 1
58 182 2
89 127 3
81 147 4
62 36 5
35 199 6
34 151 7
34 149 8
114 28 9
161 153 10
133 25 1
72 31 2
135 151 3
74 196 4
118 92 5
154 31 6
67 162 7
172 151 8
90 181 9
44 7 10
43 194 1
83 31 2
85 44 3
49 172 4
199 181 5
144 70 6
57 73 7
94 163 8
34 55 9
98 90 10
188 149 1
197 165 2
145 160 3
103 195 4
125 166 5
172 113 6
35 7 7
140 67 8
72 13 9
22 161 10
92 169 1
6 45 2
85 40 3
28 122 4
78 90 5
6 183 6
69 2 7
126 186 8
10 170 9
13 138 10
98 88 1
134 30 2
50 140 3
148 65 4
58 192 5
61 69 6
194 11 7
116 189 8
53 31 9
153 91 10
90 192 1
2 192 2
101 124 3
68 142 4
123 128 5
3 132 6
22 196 7
135 195 8
196 139 9
45 82 10
5 134 1
80 115 2
18 79 3
98 129 4
61 157 5
85 153 6
179 112 7
47 9 8
163 196 9
37 139 10
36 182 1
146 20 2
191 130 3
11 64 4
55 54 5
1 102 6
18 192 7
174 13 8
85 145 9
12 199 10
70 154 1
80 122 2
10 186 3
115 180 4
8 32 5
172 9 6
146 23 7
18 17 8
182 42 9
63 168 10
185 149 1
161 168 2
169 128 3
40 11 4
52 17 5
21 136 6
114 107 7
55 127 8
33 119 9
3 43 10
197 168 1
71 44 2
185 18 3
135 9 4
161 142 5
154 4 6
191 175 7
85 188 8
172 164 9
34 102 10
110 119 1
191 90 2
27 129 3
70 29 4
143 72 5
48 154 6
118 193 7
57 95 8
131 180 9
98 44 10
106 40 1
179 31 2
49 32 3
108 127 4
121 13 5
57 149 6
142 75 7
125 25 8
125 159 9
118 13 10
15 76 1
188 170 2
52 12 3
46 54 4
135 167 5
162 154 6
144 170 7
139 120 8
163 38 9
149 136 10
2 181 1
154 173 2
103 166 3
52 92 4
37 49 5
71 105 6
22 193 7
52 25 8
73 147 9
23 199 10
74 16 1
99 42 2
80 88 3
153 95 4
52 66 5
50 151 6
96 197 7
164 173 8
121 166 9
15 193 10
102 7 1
5 169 2
6 101 3
87 159 4
34 160 5
145 128 6
111 120 7
126 72 8
143 12 9
143 132 10
10 189 1
168 199 2
7 180 3
66 151 4
123 64 5
172 136 6
67 129 7
49 31 8
19 48 9
22 55 10
144 185 1
115 102 2
39 183 3
136 130 4
68 13 5
60 13 6
93 17 7
34 60 8
142 180 9
47 122 10
84 166 1
94 187 2
94 153 3
26 136 4
41 159 5
172 200 6
51 184 7
22 16 8
33 194 9
102 156 10
104 11 1
43 107 2
31 165 3
82 28 4
39 148 5
22 40 6
18 78 7
159 118 8
15 175 9
14 4 10
177 4 1
149 138 2
105 30 3
99 151 4
63 99 5
36 132 6
89 11 7
152 40 8
145 107 9
173 130 10
105 192 1
2 58 2
145 9 3
193 42 4
82 68 5
195 180 6
57 167 7
41 164 8
10 80 9
23 183 10
93 100 1
55 113 2
15 110 3
50 82 4
106 138 5
164 95 6
121 182 7
147 27 8
69 20 9
6 62 10
152 54 1
176 60 2
71 114 3
24 187 4
7 13 5
110 111 6
172 175 7
77 172 8
28 192 9
21 145 10
22 137 1
47 72 2
85 8 3
59 80 4
110 42 5
112 117 6
85 141 7
35 192 8
23 59 9
31 169 10
37 190 1
26 132 2
134 73 3
121 76 4
71 83 5
26 127 6
153 181 7
145 33 8
28 100 9
45 129 10
18 198 1
173 54 2
1 117 3
97 81 4
6 50 5
77 90 6
89 129 7
125 15 8
2 169 9
23 72 10
96 117 1
126 70 2
174 164 3
174 60 4
17 95 5
59 132 6
113 73 7
57 81 8
146 26 9
174 162 10
197 79 1
146 49 2
74 13 3
47 119 4
72 76 5
22 41 6
180 65 7
14 157 8
82 182 9
61 51 10
188 196 1
66 122 2
141 7 3
187 42 4
188 198 5
2 56 6
188 128 7
38 176 8
77 80 9
34 114 10
96 75 1
178 100 2
97 119 3
3 118 4
112 83 5
89 132 6
77 187 7
77 98 8
188 101 9
134 190 10
152 160 1
14 79 2
200 178 3
3 23 4
8 183 5
139 65 6
63 158 7
36 171 8
93 36 9
147 190 10
93 118 1
172 75 2
78 89 3
73 162 4
57 106 5
144 142 6
164 66 7
116 166 8
170 9 9
36 95 10
108 181 1
86 9 2
43 164 3
138 4 4
121 63 5
51 29 6
61 50 7
200 182 8
68 84 9
155 162 10
93 92 1
31 29 2
96 63 3
82 17 4
66 198 5
74 117 6
93 25 7
57 99 8
135 176 9
77 44 10
123 180 1
13 198 2
122 120 3
172 132 4
18 128 5
179 56 6
188 174 7
50 180 8
189 183 9
162 120 10
35 111 1
149 107 2
34 186 3
118 181 4
173 64 5
160 138 6
78 110 7
189 56 8
144 50 9
87 166 10
41 149 1
19 167 2
36 26 3
15 73 4
36 4 5
114 166 6
113 173 7
22 188 8
194 88 9
112 1 10
23 58 1
114 117 2
60 42 3
47 149 4
67 46 5
110 160 6
61 118 7
74 87 8
82 67 9
34 127 10
179 136 1
117 132 2
61 186 3
168 127 4
9 28 5
48 118 6
66 95 7
77 139 8
81 199 9
88 48 10
43 27 1
6 98 2
22 24 3
93 89 4
159 130 5
126 57 6
104 36 7
49 40 8
71 110 9
113 181 10
179 67 1
197 107 2
45 107 3
5 113 4
163 139 5
28 75 6
108 66 7
51 128 8
163 150 9
191 165 10
74 108 1
107 13 2
77 38 3
57 32 4
79 166 5
135 177 6
97 99 7
178 127 8
185 98 9
74 12 10
184 173 1
150 156 2
140 80 3
103 17 4
160 199 5
125 44 6
49 120 7
50 187 8
63 4 9
140 117 10
81 113 1
53 28 2
45 32 3
1 183 4
40 4 5
108 175 6
87 143 7
135 40 8
21 36 9
200 70 10
3 161 1
125 62 2
108 184 3
75 180 4
59 148 5
174 148 6
69 196 7
63 133 8
78 122 9
89 147 10
63 175 1
68 73 2
194 122 3
146 167 4
74 69 5
67 132 6
104 64 7
40 187 8
66 48 9
76 64 10
171 149 1
84 103 2
15 188 3
96 118 4
117 167 5
47 84 6
8 110 7
77 100 8
134 103 9
18 106 10
125 4 1
12 13 2
133 122 3
58 183 4
145 169 5
197 186 6
14 164 7
55 26 8
151 20 9
166 31 10
112 109 1
193 13 2
133 16 3
120 198 4
11 151 5
35 177 6
81 17 7
141 113 8
143 91 9
50 192 10
88 103 1
63 56 2
184 187 3
25 157 4
102 174 5
52 28 6
15 136 7
17 190 8
102 154 9
44 101 10
57 11 1
96 141 2
155 65 3
51 103 4
45 39 5
25 40 6
128 91 7
39 70 8
85 80 9
74 162 10
17 64 1
76 107 2
152 13 3
149 173 4
52 164 5
94 173 6
163 91 7
57 199 8
25 169 9
132 124 10
24 60 1
49 84 2
36 139 3
196 13 4
167 20 5
96 123 6
33 111 7
134 196 8
28 138 9
131 124 10
40 64 1
97 88 2
67 25 3
146 124 4
150 42 5
174 73 6
83 106 7
97 160 8
141 102 9
28 120 10
121 4 1
132 154 2
163 58 3
86 178 4
55 36 5
176 120 6
24 11 7
197 102 8
45 144 9
19 165 10
97 124 1
21 29 2
41 188 3
185 163 4
133 184 5
72 147 6
21 196 7
115 44 8
40 127 9
164 165 10
38 99 1
85 83 2
51 84 3
35 187 4
183 130 5
72 120 6
78 150 7
49 54 8
18 124 9
69 159 10
25 42 1
71 181 2
168 119 3
44 196 4
67 64 5
116 142 6
97 131 7
81 150 8
1 84 9
29 173 10
191 117 1
43 89 2
141 190 3
57 13 4
117 151 5
175 29 6
7 27 7
58 167 8
39 58 9
3 57 10
113 147 1
94 132 2
62 90 3
177 56 4
187 92 5
41 190 6
53 91 7
79 29 8
160 48 9
61 97 10
68 195 1
34 194 2
34 110 3
119 65 4
62 192 5
18 162 6
50 29 7
151 190 8
142 165 9
33 198 10
187 124 1
5 69 2
3 82 3
115 142 4
45 60 5
94 133 6
97 30 7
123 4 8
61 180 9
85 13 10
1 62 1
55 131 2
162 27 3
56 32 4
45 93 5
55 92 6
45 138 7
76 173 8
87 182 9
10 66 10
162 139 1
134 4 2
88 58 3
177 26 4
185 55 5
5 128 6
76 75 7
14 43 8
156 124 9
191 70 10
8 38 1
105 13 2
117 182 3
191 148 4
113 30 5
82 138 6
43 197 7
85 51 8
158 75 9
97 79 10
68 79 1
146 27 2
21 86 3
170 192 4
29 190 5
14 200 6
144 156 7
112 187 8
83 33 9
94 67 10
10 178 1
16 119 2
188 38 3
128 127 4
5 175 5
174 199 6
63 13 7
171 173 8
108 139 9
46 27 10
30 54 1
126 145 2
44 28 3
178 147 4
14 193 5
55 162 6
172 56 7
22 1 8
197 69 9
58 54 10
79 162 1
93 84 2
36 102 3
23 62 4
84 195 5
191 33 6
19 196 7
94 120 8
70 181 9
116 153 10
86 102 1
97 13 2
5 9 3
35 108 4
90 120 5
160 20 6
159 186 7
121 99 8
17 162 9
19 175 10
179 12 1
14 113 2
71 113 3
112 140 4
184 111 5
71 188 6
197 87 7
134 119 8
194 95 9
112 182 10
21 103 1
38 199 2
21 65 3
85 132 4
62 73 5
41 143 6
85 195 7
18 55 8
191 145 9
117 128 10
79 181 1
32 136 2
1 64 3
88 186 4
62 26 5
8 30 6
148 127 7
126 45 8
193 128 9
200 159 10
99 186 1
158 46 2
72 131 3
138 190 4
35 67 5
51 67 6
144 117 7
121 130 8
106 175 9
35 24 10
87 108 1
78 79 2
142 127 3
13 4 4
126 170 5
61 156 6
96 76 7
197 72 8
126 92 9
44 92 10
32 65 1
45 92 2
28 136 3
10 28 4
105 150 5
96 68 6
125 154 7
139 165 8
155 47 9
6 22 10
104 82 1
25 113 2
93 29 3
70 124 4
5 1 5
63 185 6
197 84 7
143 100 8
112 88 9
188 95 10
109 99 1
84 188 2
3 191 3
67 124 4
155 103 5
61 12 6
47 196 7
23 29 8
100 65 9
11 111 10
17 198 1
22 29 2
50 2 3
60 137 4
7 30 5
35 109 6
63 189 7
50 137 8
25 154 9
50 178 10
56 17 1
71 159 2
68 171 3
67 152 4
9 154 5
191 152 6
191 29 7
45 56 8
58 4 9
158 117 10
106 165 1
22 78 2
105 113 3
85 173 4
71 107 5
26 54 6
191 103 7
69 129 8
19 154 9
37 48 10
14 58 1
37 133 2
40 160 3
88 42 4
15 105 5
24 90 6
104 60 7
57 40 8
49 70 9
93 91 10
52 99 1
82 42 2
36 120 3
172 169 4
168 181 5
57 192 6
132 147 7
86 70 8
144 64 9
172 11 10
197 164 1
78 48 2
107 95 3
109 118 4
56 86 5
161 129 6
126 18 7
32 175 8
143 188 9
49 16 10
83 161 1
152 181 2
50 79 3
68 81 4
5 127 5
188 132 6
24 101 7
40 156 8
71 178 9
31 13 10
21 25 1
18 172 2
6 54 3
175 169 4
28 199 5
98 172 6
184 128 7
25 120 8
150 20 9
74 105 10
102 11 1
135 196 2
61 77 3
191 150 4
135 164 5
68 129 6
2 174 7
39 49 8
177 130 9
57 62 10
161 178 1
110 99 2
14 191 3
74 49 4
3 25 5
96 48 6
74 151 7
8 27 8
41 70 9
77 127 10
90 66 1
186 64 2
45 167 3
62 106 4
192 181 5
185 32 6
104 149 7
75 13 8
96 103 9
140 54 10
21 159 1
58 190 2
10 79 3
195 54 4
54 130 5
114 90 6
49 159 7
82 92 8
23 102 9
97 89 10
46 124 1
72 7 2
39 153 3
126 99 4
195 150 5
28 92 6
89 91 7
66 130 8
187 196 9
45 4 10
21 28 1
3 87 2
73 100 3
121 52 4
82 191 5
38 162 6
80 76 7
96 179 8
23 147 9
52 88 10
35 133 1
96 61 2
112 87 3
111 180 4
172 187 5
10 92 6
187 20 7
71 138 8
16 150 9
188 178 10
63 186 1
49 177 2
79 165 3
133 81 4
24 176 5
37 42 6
43 28 7
86 164 8
48 64 9
1 137 10
61 110 1
31 139 2
71 60 3
38 107 4
109 117 5
80 56 6
9 31 7
167 199 8
61 161 9
194 44 10
154 64 1
135 55 2
16 110 3
63 40 4
14 182 5
74 133 6
75 190 7
117 183 8
184 38 9
108 193 10
16 183 1
119 4 2
151 42 3
36 7 4
102 101 5
2 168 6
134 72 7
155 60 8
133 21 9
21 189 10
123 176 1
82 65 2
51 133 3
8 35 4
105 114 5
116 120 6
189 176 7
112 37 8
76 42 9
146 185 10
141 87 1
141 28 2
3 36 3
5 43 4
103 180 5
142 128 6
22 68 7
134 124 8
93 95 9
96 186 10
200 173 1
145 98 2
187 66 3
128 157 4
197 13 5
45 12 6
133 162 7
53 4 8
49 87 9
34 172 10
123 182 1
158 32 2
67 44 3
41 62 4
85 7 5
169 192 6
125 180 7
188 58 8
141 193 9
61 91 10
63 30 1
146 4 2
47 31 3
23 44 4
116 66 5
115 167 6
39 40 7
40 99 8
62 162 9
19 137 10
150 4 1
133 80 2
80 150 3
98 13 4
22 27 5
175 130 6
12 58 7
22 131 8
164 183 9
197 128 10
33 170 1
93 73 2
71 57 3
172 130 4
117 90 5
119 167 6
8 150 7
22 89 8
57 19 9
108 27 10
176 151 1
49 18 2
182 20 3
52 54 4
77 25 5
24 184 6
146 81 7
98 186 8
3 166 9
57 200 10
84 117 1
133 106 2
98 132 3
123 11 4
21 172 5
196 138 6
72 165 7
74 198 8
44 75 9
57 16 10
7 107 1
147 129 2
179 174 3
2 119 4
116 27 5
160 124 6
143 84 7
83 157 8
15 174 9
172 181 10
102 192 1
110 106 2
56 148 3
34 26 4
63 138 5
158 150 6
41 12 7
11 147 8
144 22 9
10 187 10
125 129 1
136 95 2
122 138 3
41 158 4
63 170 5
117 199 6
39 17 7
80 90 8
68 108 9
140 10 10
94 91 1
161 117 2
104 72 3
174 129 4
111 64 5
115 188 6
77 84 7
133 175 8
117 193 9
61 195 10
52 115 1
149 127 2
115 136 3
15 21 4
189 32 5
104 10 6
109 157 7
116 175 8
8 137 9
24 153 10
150 54 1
189 95 2
197 115 3
57 33 4
148 137 5
180 199 6
57 151 7
49 182 8
6 59 9
68 148 10
76 117 1
119 20 6
191 200 3
67 66 4
2 103 5
8 51 6
61 86 7
12 65 8
161 29 9
181 198 10
81 139 1
145 198 2
14 16 3
156 27 4
79 90 5
168 190 6
125 29 7
168 29 8
82 178 9
73 129 10
62 195 1
56 147 2
10 48 3
123 68 4
22 120 5
58 173 6
21 30 7
93 159 8
186 138 9
94 48 10
80 171 1
114 7 2
199 165 3
104 7 4
171 122 5
51 156 6
116 60 7
158 124 8
184 31 9
33 106 10
14 62 1
118 95 2
5 101 3
34 82 4
154 13 5
155 59 6
49 33 7
23 65 8
146 56 9
67 92 10
55 38 1
159 151 2
2 127 3
178 92 4
74 200 5
171 120 6
50 139 7
13 181 8
188 163 9
123 108 10
141 44 1
89 171 2
98 92 3
200 192 4
61 7 5
86 73 6
73 139 7
46 138 8
57 138 9
26 11 10
167 173 1
58 137 2
70 136 3
58 64 4
60 111 5
45 31 6
17 165 7
194 175 8
179 197 9
1 157 10
176 129 1
117 137 2
23 190 3
135 145 4
145 196 5
109 151 6
116 84 7
29 101 8
147 4 9
50 138 10
194 91 1
133 58 2
47 129 3
197 127 4
73 27 5
145 129 6
97 199 7
36 113 8
74 191 9
53 44 10
99 132 1
106 118 2
125 63 3
5 97 4
168 42 5
84 106 6
8 163 7
150 183 8
69 4 9
24 55 10
32 183 1
89 31 2
94 25 3
177 17 4
123 25 5
98 200 6
57 69 7
177 40 8
67 174 9
53 186 10
116 162 1
23 172 2
39 4 3
125 11 4
40 190 5
5 42 6
45 26 7
42 29 8
137 173 9
44 13 10
83 69 1
76 9 2
97 148 3
125 200 4
5 151 5
190 165 6
7 4 7
53 151 8
36 48 9
116 75 10
146 109 1
23 159 2
115 60 3
195 181 4
158 156 5
8 74 6
57 31 7
121 196 8
34 196 9
89 176 10
14 67 1
28 130 2
34 128 3
82 170 4
122 165 5
112 152 6
40 107 7
16 42 8
82 109 9
67 56 10
71 135 1
116 97 2
155 17 3
3 135 4
168 196 5
89 163 6
67 175 7
161 131 8
32 58 9
123 49 10
160 129 1
90 92 2
105 42 3
90 193 4
63 2 5
73 11 6
126 188 7
19 79 8
116 167 9
8 95 10
126 151 1
1 115 2
37 130 3
139 190 4
152 4 5
29 30 6
21 195 7
22 155 8
155 170 9
35 29 10
74 28 1
54 165 2
179 92 3
133 102 4
40 153 5
194 26 6
8 7 7
16 156 8
171 162 9
141 145 10
176 136 1
29 183 2
37 84 3
45 174 4
194 29 5
62 60 6
104 9 7
24 73 8
104 188 9
157 129 10
94 166 1
108 75 2
76 102 3
52 198 4
109 133 5
189 44 6
117 11 7
81 193 8
44 95 9
7 187 10
169 100 1
14 149 2
121 168 3
64 153 4
21 198 5
15 160 6
51 4 7
94 196 8
67 183 9
195 153 10
83 98 1
191 149 2
137 64 3
168 28 4
99 183 5
10 7 6
83 2 7
39 68 8
146 54 9
53 78 10
83 176 1
86 182 2
62 84 3
93 160 4
77 170 5
98 130 6
46 48 7
142 122 8
8 40 9
45 7 10
176 130 1
80 28 2
44 181 3
140 200 4
110 44 5
52 200 6
149 157 7
37 111 8
12 115 9
168 118 10
39 163 1
43 102 2
99 101 3
88 9 4
200 120 5
31 137 6
67 80 7
191 193 8
62 58 9
106 159 10
197 110 1
61 68 2
121 138 3
173 100 4
35 181 5
155 139 6
133 27 7
137 120 8
5 105 9
115 30 10
152 200 1
6 102 2
23 57 3
94 56 4
24 70 5
96 46 6
33 156 7
114 164 8
69 95 9
169 20 10
63 107 1
126 69 2
187 27 3
74 175 4
161 111 5
71 184 6
94 77 7
116 25 8
15 187 9
197 183 10
150 199 1
114 13 2
143 7 3
74 182 4
18 33 5
184 66 6
83 171 7
28 182 8
22 165 9
143 182 10
133 75 1
7 103 2
24 107 3
77 86 4
67 107 5
17 149 6
44 73 7
77 200 8
168 30 9
174 190 10
112 133 1
69 44 2
2 99 3
9 26 4
84 186 5
70 120 6
28 42 7
71 50 8
194 161 9
77 195 10
19 7 1
2 20 2
14 137 3
39 168 4
60 4 5
177 66 6
131 167 7
112 51 8
67 128 9
47 33 10
92 4 1
158 183 2
150 128 3
86 103 4
14 152 5
5 144 6
7 190 7
72 167 8
1 98 9
3 157 10
25 151 1
50 170 2
33 20 3
169 138 4
105 17 5
7 170 6
188 11 7
160 192 8
191 79 9
11 162 10
5 72 1
125 71 2
15 103 3
78 181 4
57 17 5
185 172 6
29 181 7
178 101 8
45 186 9
116 1 10
110 95 1
126 149 2
51 58 3
173 199 4
71 56 5
188 117 6
33 180 7
180 54 8
116 100 9
41 84 10
50 21 1
106 117 2
145 40 3
39 13 4
55 124 5
63 64 6
96 177 7
174 147 8
146 85 9
57 159 10
24 139 1
75 196 2
131 73 3
63 192 4
116 95 5
172 117 6
77 69 7
124 100 8
40 65 9
39 122 10
16 152 1
106 173 2
125 36 3
189 13 4
184 153 5
52 105 6
43 66 7
114 149 8
25 195 9
101 111 10
48 156 1
68 78 2
16 164 3
172 153 4
53 38 5
37 185 6
78 137 7
95 130 8
143 2 9
19 161 10
61 114 1
24 181 2
134 81 3
15 106 4
117 162 5
59 131 6
126 133 7
47 176 8
162 127 9
197 199 10
43 51 1
193 54 2
12 151 3
126 127 4
11 180 5
135 168 6
110 118 7
185 135 8
74 70 9
84 40 10
49 181 1
188 26 2
76 103 3
75 139 4
17 183 5
121 49 6
10 88 7
135 36 8
3 61 9
156 42 10
10 160 1
73 65 2
6 19 3
1 167 4
168 175 5
78 73 6
175 164 7
94 59 8
45 43 9
9 29 10
33 160 1
3 140 2
76 111 3
85 110 4
141 49 5
104 162 6
7 175 7
115 106 8
26 159 9
55 148 10
53 105 1
163 60 2
144 25 3
17 196 4
19 46 5
144 21 6
178 58 7
126 3 8
168 73 9
193 139 10
82 57 1
93 90 2
147 183 3
28 180 4
117 75 5
97 100 6
12 30 7
2 159 8
18 139 9
81 100 10
148 154 1
126 85 2
22 72 3
173 136 4
73 127 5
90 73 6
117 136 7
49 158 8
28 127 9
31 127 10
123 130 1
131 20 2
137 139 3
88 25 4
14 47 5
94 131 6
155 13 7
67 89 8
140 182 9
172 95 10
191 127 1
97 168 2
39 193 3
52 38 4
125 144 5
116 65 6
30 128 7
61 56 8
5 87 9
3 91 10
197 136 1
